Path,Class,Spectrogram
Data/Audio/Male/PTDB-TUG/mic_M04_sx170.wav,Male-PTDB-TUG,"[[2.5783168e-02 5.0072710e-04 4.4694080e-04 ... 2.0888986e-03
  4.5622303e-04 2.0854358e-02]
 [5.2099094e-02 2.7110218e-03 2.1608518e-03 ... 4.9642371e-03
  9.5604901e-04 4.2927675e-02]
 [5.3171229e-02 6.7570931e-03 5.3560520e-03 ... 6.2693916e-03
  1.1339056e-03 4.6158668e-02]
 ...
 [3.3914093e-05 4.8502141e-05 1.7499694e-04 ... 3.9387518e-04
  5.1012897e-04 1.0793586e-04]
 [1.7953136e-05 4.9414502e-05 2.0256103e-04 ... 4.6496093e-04
  5.3637032e-04 1.1973462e-04]
 [6.0996222e-06 2.4778063e-05 1.0707819e-04 ... 2.4580638e-04
  2.7270155e-04 6.2587649e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M08_si1905.wav,Male-PTDB-TUG,"[[1.25637562e-05 1.13788955e-02 4.07219486e-05 ... 2.96081286e-02
  6.22021500e-03 2.40929723e-02]
 [1.45870366e-03 3.18501219e-02 6.61828974e-03 ... 7.02761933e-02
  1.60793513e-02 7.05582574e-02]
 [5.37164696e-03 5.50439730e-02 2.04733144e-02 ... 1.04993246e-01
  2.81045530e-02 1.34640738e-01]
 ...
 [4.98773705e-04 1.34104077e-04 5.92843222e-04 ... 1.17427285e-03
  6.76591124e-04 1.37732044e-04]
 [5.85881353e-04 7.62674244e-05 5.34888648e-04 ... 1.34859711e-03
  7.43123644e-04 8.16021638e-05]
 [3.08385381e-04 2.56845760e-05 2.55736202e-04 ... 7.06249441e-04
  3.83836741e-04 2.86945888e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M01_si615.wav,Male-PTDB-TUG,"[[1.1539671e-03 6.5155625e-03 2.2443356e-03 ... 7.4227843e-05
  2.9090504e-04 4.9839988e-03]
 [2.6984173e-03 1.3297805e-02 4.8283939e-03 ... 2.2569804e-04
  5.6546630e-04 1.1474846e-02]
 [3.4654625e-03 1.3937296e-02 5.7057724e-03 ... 4.3489647e-04
  5.1547418e-04 1.4930256e-02]
 ...
 [1.5637702e-04 9.7143784e-06 7.7757279e-05 ... 1.6797869e-05
  6.9482567e-06 3.2336899e-05]
 [1.7872805e-04 3.1854993e-06 6.6935718e-05 ... 1.4296157e-05
  2.4025705e-06 3.6185305e-05]
 [9.3635805e-05 1.8219791e-07 3.0781794e-05 ... 6.5606346e-06
  4.1990464e-07 1.8950383e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M05_si1274.wav,Male-PTDB-TUG,"[[6.2809914e-04 1.9872347e-03 1.2991762e-03 ... 2.2419656e-05
  7.7346212e-04 2.7405964e-05]
 [2.0480880e-03 3.9564641e-03 3.0812614e-03 ... 1.0969778e-04
  2.7971873e-03 6.0897355e-04]
 [3.8441594e-03 3.8762852e-03 4.1836277e-03 ... 3.0677379e-04
  5.8557387e-03 2.0395024e-03]
 ...
 [3.1379812e-05 3.0693263e-05 7.8019848e-06 ... 5.1832747e-05
  2.5061911e-06 5.0286453e-05]
 [3.5684545e-05 2.8498247e-05 5.7842717e-06 ... 5.0260722e-05
  5.2743439e-07 2.9592915e-05]
 [1.8556746e-05 1.3891091e-05 2.5465997e-06 ... 2.4878398e-05
  6.9844601e-09 1.0666109e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M01_si477.wav,Male-PTDB-TUG,"[[1.6822445e-05 5.4068696e-03 9.5548779e-03 ... 4.5853953e-06
  6.7981184e-03 1.6905674e-04]
 [9.5613788e-05 1.1048638e-02 1.9315330e-02 ... 7.4697396e-05
  1.5904613e-02 2.5304139e-04]
 [3.5145774e-04 1.1535702e-02 1.9334750e-02 ... 3.9227985e-04
  2.1569509e-02 8.7012071e-05]
 ...
 [3.8431321e-05 6.6220484e-05 6.3800624e-05 ... 4.7745925e-06
  3.7914529e-06 1.9936551e-06]
 [5.2236126e-05 7.9388556e-05 6.9361493e-05 ... 3.9808256e-06
  1.2003811e-06 8.5017024e-07]
 [2.8881612e-05 4.2224761e-05 3.5743004e-05 ... 1.8075206e-06
  1.5443943e-07 1.9254307e-07]]"
Data/Audio/Male/PTDB-TUG/mic_M09_si1998.wav,Male-PTDB-TUG,"[[5.1928866e-03 8.8117173e-05 7.1416702e-04 ... 1.0561287e-04
  1.4885607e-03 6.2296977e-03]
 [1.3173349e-02 1.5244419e-03 1.3869241e-03 ... 2.1532572e-04
  2.7020976e-03 1.3244571e-02]
 [1.9249655e-02 5.1518301e-03 1.3105096e-03 ... 2.2627000e-04
  1.9586205e-03 1.5486470e-02]
 ...
 [2.4386801e-04 7.1236536e-05 3.1096477e-04 ... 4.2287724e-07
  5.4225700e-05 5.0960400e-04]
 [2.7639852e-04 8.7134897e-05 3.7712840e-04 ... 3.6865142e-06
  4.4550681e-05 5.9717492e-04]
 [1.4395564e-04 4.6604462e-05 2.0120943e-04 ... 2.7755548e-06
  2.0346824e-05 3.1462786e-04]]"
Data/Audio/Male/PTDB-TUG/mic_M02_si721.wav,Male-PTDB-TUG,"[[2.33768914e-02 2.00889204e-04 2.24301871e-02 ... 4.83436452e-06
  4.47202692e-05 4.96906403e-04]
 [4.90978323e-02 2.92561436e-03 5.57115600e-02 ... 8.87487549e-03
  6.02616637e-04 1.20770186e-03]
 [5.45476824e-02 8.46655387e-03 8.23256746e-02 ... 3.11469454e-02
  1.85971230e-03 1.71931775e-03]
 ...
 [4.88852442e-04 1.67443324e-03 3.64937587e-04 ... 1.05006788e-04
  7.25164227e-06 1.22158919e-04]
 [5.62774483e-04 2.03097309e-03 4.93416737e-04 ... 1.17356474e-04
  6.59780699e-06 1.20336910e-04]
 [2.94975966e-04 1.08257215e-03 2.72553909e-04 ... 6.08943810e-05
  3.15519628e-06 5.98227016e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M03_si844.wav,Male-PTDB-TUG,"[[3.50391841e-03 7.26883532e-04 4.97184368e-03 ... 1.25518795e-06
  1.64323254e-04 7.95866872e-05]
 [7.30680395e-03 5.47625311e-03 1.15718916e-02 ... 3.55226477e-03
  5.44270384e-04 7.50283850e-03]
 [8.20824038e-03 1.64057072e-02 1.55709004e-02 ... 1.21641196e-02
  1.25309452e-03 2.53232121e-02]
 ...
 [4.65654826e-04 6.70272930e-05 4.61757008e-04 ... 2.01082556e-04
  9.87409381e-04 1.05439496e-04]
 [4.96475317e-04 2.37780077e-05 4.77756112e-04 ... 2.18848189e-04
  1.13764731e-03 1.47685190e-04]
 [2.52584956e-04 3.89539537e-06 2.41729183e-04 ... 1.12502996e-04
  5.96517930e-04 8.25697862e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M09_si2064.wav,Male-PTDB-TUG,"[[9.9292549e-04 4.2805863e-03 2.2152599e-03 ... 1.7447571e-03
  1.0198759e-03 2.5770243e-03]
 [2.1111686e-03 8.9511061e-03 5.5985702e-03 ... 8.7118633e-03
  1.0756085e-02 5.2040201e-03]
 [2.4693022e-03 9.9594099e-03 8.3681643e-03 ... 2.0936353e-02
  3.1126488e-02 5.2730981e-03]
 ...
 [3.8945254e-05 1.1531467e-05 4.9851259e-04 ... 5.5350138e-05
  5.9392241e-05 1.1655101e-04]
 [3.5515292e-05 5.0342273e-06 5.7791080e-04 ... 3.5126664e-05
  4.4299766e-05 7.9384321e-05]
 [1.6765849e-05 1.6141377e-06 3.0334305e-04 ... 1.3857937e-05
  1.9260222e-05 3.2069212e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M09_sx407.wav,Male-PTDB-TUG,"[[5.75684980e-02 1.15646897e-02 2.06192606e-03 ... 1.74912601e-03
  1.11959234e-03 2.48697330e-03]
 [1.17407858e-01 2.49363296e-02 5.04007796e-03 ... 5.13373408e-03
  2.55734636e-03 6.00741059e-03]
 [1.22667633e-01 2.94384211e-02 7.59872235e-03 ... 9.41948313e-03
  3.07000731e-03 8.20573140e-03]
 ...
 [8.60635919e-05 1.21617893e-04 3.35250777e-04 ... 3.00197789e-05
  5.62813184e-05 3.87357286e-05]
 [8.37738116e-05 1.22708268e-04 3.91770853e-04 ... 1.43901825e-05
  3.31302108e-05 2.59515018e-05]
 [4.14747337e-05 6.11701907e-05 2.06499957e-04 ... 4.43576528e-06
  1.29014652e-05 1.05404915e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M01_sx8.wav,Male-PTDB-TUG,"[[1.7104041e-03 5.5122515e-04 1.6104555e-03 ... 9.0293866e-03
  1.1477192e-04 1.3145452e-04]
 [3.6444089e-03 1.1017165e-03 3.9326083e-03 ... 1.9842796e-02
  1.9116693e-03 1.3351146e-03]
 [4.2939428e-03 1.0838170e-03 5.6797448e-03 ... 2.5225887e-02
  6.1950237e-03 4.2567695e-03]
 ...
 [2.7656069e-04 6.0682345e-05 6.8249688e-06 ... 1.1963457e-05
  9.9512417e-06 6.7945712e-07]
 [3.3899635e-04 9.2684051e-05 3.3504036e-06 ... 3.5135424e-06
  2.8880952e-06 3.3979040e-07]
 [1.8123635e-04 5.2823925e-05 1.0375835e-06 ... 4.4276113e-08
  4.9252726e-08 1.5230717e-07]]"
Data/Audio/Male/PTDB-TUG/mic_M05_sx224.wav,Male-PTDB-TUG,"[[8.58454441e-05 3.20292683e-03 2.09730351e-03 ... 4.57954375e-05
  7.28073574e-05 6.99950382e-04]
 [2.30419202e-04 1.12871304e-02 8.28814041e-03 ... 1.09409180e-03
  9.40138998e-04 1.73120457e-03]
 [4.47618455e-04 2.32328326e-02 1.81335323e-02 ... 3.69169470e-03
  2.94772512e-03 2.59267306e-03]
 ...
 [2.48562446e-05 7.01563476e-06 1.12174730e-05 ... 1.23347045e-05
  8.13349106e-05 2.70956862e-05]
 [3.79394842e-05 1.22968950e-05 1.80888419e-05 ... 1.10594383e-05
  5.42879279e-05 1.18635144e-05]
 [2.16240551e-05 7.24502070e-06 1.04818000e-05 ... 5.52185793e-06
  2.15970831e-05 3.09098277e-06]]"
Data/Audio/Male/PTDB-TUG/mic_M09_sx376.wav,Male-PTDB-TUG,"[[4.7187167e-03 6.4884975e-05 3.5915641e-06 ... 8.1201002e-04
  2.6254477e-03 3.6815829e-03]
 [1.8858090e-02 1.3066944e-02 2.6673323e-03 ... 2.4143034e-03
  5.3387694e-03 7.4736774e-03]
 [4.2822715e-02 4.6109747e-02 1.0057378e-02 ... 4.5151133e-03
  5.5933422e-03 7.6862923e-03]
 ...
 [8.1779935e-06 1.2986524e-05 2.6758889e-05 ... 1.6877832e-04
  1.0818088e-04 2.5765179e-04]
 [5.0593703e-06 7.4058485e-06 2.5338888e-05 ... 5.3165259e-05
  7.9043188e-05 3.0435366e-04]
 [1.8693798e-06 2.8273225e-06 1.2417965e-05 ... 4.7580302e-06
  3.2544187e-05 1.6067358e-04]]"
Data/Audio/Male/PTDB-TUG/mic_M02_sx78.wav,Male-PTDB-TUG,"[[3.40442697e-04 3.92756119e-05 5.23842359e-03 ... 1.29364722e-03
  1.33071200e-03 1.51913287e-03]
 [7.71858147e-04 1.35370778e-04 1.07968459e-02 ... 4.00359835e-03
  2.90690362e-03 3.38467932e-03]
 [1.05718372e-03 3.11384822e-04 1.12154828e-02 ... 7.13245710e-03
  3.66315292e-03 4.35949862e-03]
 ...
 [1.61177872e-04 1.37748575e-04 1.15751995e-04 ... 5.78501895e-05
  1.12030648e-05 2.62563553e-04]
 [1.64834491e-04 1.48953724e-04 1.33516805e-04 ... 6.50255606e-05
  5.14273643e-06 3.36414349e-04]
 [8.28897610e-05 7.61937190e-05 7.01957106e-05 ... 3.38979007e-05
  1.86757200e-06 1.82546210e-04]]"
Data/Audio/Male/PTDB-TUG/mic_M02_si801.wav,Male-PTDB-TUG,"[[2.43100733e-03 1.09848753e-02 3.75936367e-02 ... 5.81574386e-06
  3.15901940e-03 1.18366315e-05]
 [1.58162210e-02 2.79475041e-02 9.93338674e-02 ... 2.36036559e-03
  8.39768350e-03 7.26757245e-03]
 [4.53219190e-02 4.03314829e-02 1.54613748e-01 ... 7.70122325e-03
  1.35128628e-02 2.48593502e-02]
 ...
 [3.95796291e-04 1.86539080e-04 6.45190419e-04 ... 1.61657037e-04
  6.54603937e-04 5.18170476e-04]
 [5.29438315e-04 2.71834753e-04 7.31539214e-04 ... 1.84607299e-04
  7.42814271e-04 7.38629024e-04]
 [2.91261298e-04 1.53001864e-04 3.82081344e-04 ... 9.65353174e-05
  3.88085289e-04 4.14513401e-04]]"
Data/Audio/Male/PTDB-TUG/mic_M09_si1970.wav,Male-PTDB-TUG,"[[6.89704437e-03 2.60175858e-03 4.90437815e-05 ... 1.39958272e-03
  4.41512791e-03 2.71576919e-05]
 [1.38233183e-02 6.07715873e-03 2.24958523e-04 ... 3.90657783e-03
  1.01032089e-02 4.19395277e-04]
 [1.35870734e-02 8.44773464e-03 4.93946602e-04 ... 6.39939448e-03
  1.30262999e-02 1.22894812e-03]
 ...
 [9.35165881e-05 1.04740044e-04 5.20129561e-06 ... 8.06491516e-05
  4.76056230e-05 9.00933082e-06]
 [8.66194168e-05 1.23688864e-04 2.66614097e-06 ... 1.01392325e-04
  5.13056402e-05 9.34201489e-06]
 [4.19739154e-05 6.54655887e-05 8.82328152e-07 ... 5.54841135e-05
  2.60730048e-05 4.73262844e-06]]"
Data/Audio/Male/PTDB-TUG/mic_M10_sx442.wav,Male-PTDB-TUG,"[[3.4877378e-03 1.1309265e-03 2.4433984e-04 ... 5.9041882e-05
  2.7813055e-04 2.2607807e-03]
 [7.5624431e-03 3.8451951e-03 1.0724521e-03 ... 7.8204612e-04
  6.6547358e-04 6.5915519e-03]
 [9.2375679e-03 7.7878446e-03 2.6487354e-03 ... 2.4353722e-03
  1.0063284e-03 1.1445384e-02]
 ...
 [8.3546829e-06 1.1409843e-05 6.4694010e-05 ... 2.7905310e-06
  1.0643716e-04 1.4979267e-04]
 [8.4608746e-06 3.5710402e-06 5.9258022e-05 ... 4.2869269e-06
  1.2397095e-04 1.6139635e-04]
 [4.4260064e-06 3.9574550e-07 2.8391194e-05 ... 2.4658957e-06
  6.5261673e-05 8.2772101e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M09_si2091.wav,Male-PTDB-TUG,"[[2.27719400e-04 1.62300584e-03 4.34616450e-05 ... 9.93380218e-06
  1.56532042e-04 2.05912011e-06]
 [7.83363357e-03 5.21445554e-03 4.86162212e-03 ... 2.95535920e-05
  4.17485280e-04 2.01628325e-04]
 [2.56290436e-02 9.85740032e-03 1.60021316e-02 ... 7.16889117e-05
  7.95010128e-04 8.79719330e-04]
 ...
 [2.45066971e-04 2.08114375e-06 3.93483788e-04 ... 8.55753242e-05
  5.73493344e-06 2.78537100e-05]
 [2.64286500e-04 5.71613873e-06 4.79431124e-04 ... 1.06499094e-04
  1.02104004e-05 1.06490152e-05]
 [1.35548369e-04 3.84635814e-06 2.55531573e-04 ... 5.72939607e-05
  6.04165552e-06 2.76519586e-06]]"
Data/Audio/Male/PTDB-TUG/mic_M04_si1022.wav,Male-PTDB-TUG,"[[8.69330506e-06 1.60058505e-06 1.01268444e-04 ... 2.38459534e-03
  8.94195400e-04 7.75186298e-03]
 [4.45049489e-03 1.10434321e-05 5.17141365e-04 ... 9.97795910e-03
  1.54346358e-02 1.57037526e-02]
 [1.63620599e-02 2.65713024e-04 1.28625461e-03 ... 2.18187161e-02
  4.63874675e-02 1.55682173e-02]
 ...
 [4.05252853e-04 1.88008329e-04 3.59301121e-05 ... 1.32910121e-04
  5.11705221e-05 1.49152664e-04]
 [4.73487715e-04 2.63114838e-04 4.69066108e-05 ... 1.17005286e-04
  5.69850345e-05 4.63080287e-05]
 [2.49788776e-04 1.46580482e-04 2.64496175e-05 ... 5.57308776e-05
  2.96804483e-05 4.48384890e-06]]"
Data/Audio/Male/PTDB-TUG/mic_M07_sx299.wav,Male-PTDB-TUG,"[[1.1826871e-05 5.4442226e-03 4.4786884e-03 ... 8.8030873e-03
  3.8739871e-03 3.9035952e-04]
 [2.9273619e-05 1.1675953e-02 9.6276198e-03 ... 2.5685893e-02
  9.3329176e-03 1.0179542e-03]
 [9.2624228e-05 1.3390639e-02 1.1085838e-02 ... 4.5124788e-02
  1.3502594e-02 1.7789984e-03]
 ...
 [2.0834141e-06 3.7403373e-05 1.0712573e-04 ... 8.5529013e-05
  5.6454512e-05 9.1963942e-05]
 [6.5766699e-06 3.0057434e-05 1.0519564e-04 ... 8.8908790e-05
  5.9933354e-05 5.2903477e-05]
 [4.3790410e-06 1.3577794e-05 5.1580879e-05 ... 4.4960962e-05
  3.0410449e-05 1.8517812e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M10_si2192.wav,Male-PTDB-TUG,"[[3.1683283e-04 9.5494324e-03 2.7275430e-03 ... 1.9617246e-05
  4.8403480e-04 1.2554836e-03]
 [2.3225958e-03 2.4143251e-02 5.2333027e-03 ... 9.9510199e-04
  9.3351642e-04 2.5332270e-03]
 [6.1188154e-03 3.6554568e-02 4.6591782e-03 ... 3.1102314e-03
  8.0845499e-04 2.5599264e-03]
 ...
 [6.6774352e-05 1.4555368e-04 3.4171373e-07 ... 4.1792482e-05
  1.0276324e-04 1.2854730e-04]
 [1.9198920e-05 1.6932748e-04 2.5967105e-07 ... 4.6022273e-05
  1.0831879e-04 1.6710965e-04]
 [5.6300809e-07 8.9210480e-05 3.2838827e-07 ... 2.3662356e-05
  5.5606899e-05 9.1087379e-05]]"
Data/Audio/Male/PTDB-TUG/mic_M07_si1612.wav,Male-PTDB-TUG,"[[2.8640083e-03 2.7212859e-03 8.8986591e-05 ... 1.8594129e-03
  2.9064761e-04 2.6806856e-03]
 [6.5201749e-03 6.3294503e-03 1.8866574e-04 ... 5.2151764e-03
  6.7905110e-04 9.7193029e-03]
 [8.3669536e-03 8.5149482e-03 1.9201029e-04 ... 8.5532842e-03
  9.6479506e-04 2.0548386e-02]
 ...
 [5.5077921e-06 9.2578256e-07 1.7034516e-04 ... 1.2195748e-04
  1.6246685e-04 6.2974366e-05]
 [3.2733758e-06 2.9623791e-07 1.7576267e-04 ... 1.0762017e-04
  2.0369678e-04 5.1041803e-05]
 [1.2855821e-06 8.1068144e-08 8.8594941e-05 ... 5.1474301e-05
  1.1017797e-04 2.2666369e-05]]"
